class_Id,SpellsKnown,Name,Gender,Heritage,TemplateString,Stuck,AiUsesMana,AllowGive,IgnoreCollisions,ReportCollisions,Ethereal,GravityStatus,Attackable,ReportCollisionsAsEnvironment,AllowEdgeSlide,NeverFailCasting,AiImmobile,NonProjectileMagicImmune,Strength,Endurance,Quickness,Coordination,Focus,Self,MaxHealth,MaxStamina,MaxMana,DeathTreasureType,ItemType,CreatureType,ItemsCapacity,ContainersCapacity,Mass,ItemUseable,Level,ArmorType,CombatMode,TargetingTactic,PhysicsState,AiAllowedCombatStyle,ShowableOnRadar,XpValue,AxeSkill,BowSkill,CrossbowSkill,DaggerSkill,MaceSkill,MeleeDefenseSkill,MissileDefenseSkill,SlingSkill,SpearSkill,StaffSkill,SwordSkill,ThrownWeaponSkill,UnarmedCombatSkill,ArcaneLoreSkill,MagicDefenseSkill,ManaConversionSkill,DeceptionSkill,HealingSkill,JumpSkill,LockpickSkill,RunSkill,CreatureEnchantmentSkill,ItemEnchantmentSkill,LifeMagicSkill,WarMagicSkill,TwoHandedCombatSkill,VoidMagicSkill,HeavyWeaponsSkill,LightWeaponsSkill,FinesseWeaponsSkill,MissileWeaponsSkill,ShieldSkill,DualWieldSkill,RecklessnessSkill,SneakAttackSkill,DirtyFightingSkill,SummoningSkill,BaseArmor,HealthRate,StaminaRate,ManaRate,Shade,ArmorModVsSlash,ArmorModVsPierce,ArmorModVsBludgeon,ArmorModVsCold,ArmorModVsFire,ArmorModVsAcid,ArmorModVsElectric,VisualAwarenessRange,PowerupTime,ChargeSpeed,Modelscale,ResistSlash,ResistPierce,ResistBludgeon,ResistFire,ResistCold,ResistAcid,ResistElectric,ResistHealthBoost,ResistStaminaDrain,ResistStaminaBoost,ResistManaDrain,ResistManaBoost,AiUseMagicDelay,ObviousRadarRange,AiAcquireHealth,ResistHealthDrain,DeathTreasureType,LootTier
30686,13,Withered Transcendent Tumerok,,,,1,0,,0,1,0,,,,,1,,1,290,300,325,340,280,270,5000,5000,4920,449,16,6,-1,-1,,1,160,0,,5,1032,183,2,1500000,,,,,,310,430,,,,,,,300,310,,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30687,20,Withered Revered Tumerok Shaman,,,,1,1,,0,1,0,,,,,1,,1,260,300,325,325,320,350,5000,5000,5000,449,16,6,-1,-1,,1,160,0,,5,1032,183,2,1500000,,,,,,320,430,,,,,,,300,295,,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30688,20,Withered Revered Tumerok Shaman,,,,1,1,,0,1,0,,,,,1,,1,260,300,325,325,320,350,5000,5000,5000,449,16,6,-1,-1,,1,160,0,,5,1032,183,2,1500000,,,,,,320,430,,,,,,,300,295,,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30689,0,Withered Raider Prefect,,,,1,,,0,1,0,,,,,,,1,280,340,290,290,180,240,10000,6000,240,449,16,70,-1,-1,8000,1,160,0,2,13,1032,131,4,1500000,,,,,,312,463,,,,,,,,355,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30690,0,Withered Raider Prefect,,,,1,,,0,1,0,,,,,,,1,280,340,290,290,180,240,10000,6000,240,449,16,70,-1,-1,8000,1,160,0,2,13,1032,131,4,1500000,,,,,,312,463,,,,,,,,355,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30691,0,Withered Raider Justicar,,,,1,,,0,1,0,,,,,,,1,340,340,290,290,180,240,10000,6000,240,449,16,70,-1,-1,8000,1,160,0,2,13,1032,131,4,1500000,,,,,,335,463,,,,,,,,355,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30696,0,Tirenia,Female,Aluvian,Royal Guard,1,,1,1,1,0,1,0,1,1,,1,,400,400,380,370,150,195,200,400,195,,16,31,-1,-1,120,32,245,0,,,6292504,,4,14196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30706,0,Shadow Annihilator,,,,1,,,0,1,0,,,,,,,,350,260,160,200,135,170,5130,5260,170,448,16,5,-1,-1,8000,1,95,0,2,13,1032,131,4,149382,313,,,,313,280,390,,,,,190,250,,280,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30707,0,Shadow Annihilator,,,,1,,,0,1,0,,,,,,,,390,320,210,270,175,220,6160,6320,220,452,16,5,-1,-1,8000,1,115,0,2,13,1032,131,4,224688,290,,,,290,315,415,,,,,190,230,,295,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30708,0,Shadow Annihilator,,,,1,,,0,1,0,,,,,,,,450,330,220,280,180,220,9165,9330,220,449,16,5,-1,-1,8000,1,135,0,2,13,1032,131,4,304250,426,,,,426,360,450,,,,,190,350,,315,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30709,0,Shadow Annihilator,,,,1,,,0,1,0,1,1,,,,,,320,240,140,160,110,135,4120,4240,135,450,16,5,-1,-1,8000,1,100,0,2,13,1032,131,4,80000,,,,,,230,330,,,,,,,,230,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30710,12,Poltergeist,,,,1,0,,0,1,0,,,,,,,,300,250,340,340,300,300,550,250,500,464,16,77,-1,-1,,1,115,0,,3,1032,,2,49000,,,,,,263,389,,,,,,287,300,239,,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30711,12,Restless Spirit,,,,1,0,,0,1,0,,,,,,,,330,270,360,360,320,320,635,270,670,461,16,77,-1,-1,,1,135,0,,3,1032,,2,57504,,,,,,310,400,,,,,,287,300,275,,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30712,12,Restless Spirit,,,,1,0,,0,1,0,1,1,,,,,,330,270,360,360,320,320,635,270,670,461,16,77,-1,-1,,1,135,0,,3,1032,,2,250000,,,,,,310,400,,,,,,,300,275,,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30713,12,Spirit,,,,1,0,,0,1,0,,,,,,,,100,180,220,220,250,250,220,180,450,462,16,77,-1,-1,,1,70,0,,3,1032,,2,15000,,,,,,173,292,,,,,,193,300,159,,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30714,12,Phantom,,,,1,0,,0,1,0,,,,,,,,200,190,240,240,300,300,315,190,500,460,16,77,-1,-1,,1,95,0,,3,1032,,2,28000,,,,,,280,374,,,,,,273,300,194,,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30733,0,Rayeesh the Holiday Planner,Male,Gharu'ndim,Holiday Planner,1,,1,,1,0,,0,1,1,,1,,60,70,80,50,120,130,45,80,140,,16,31,-1,-1,120,32,6,0,,,6292504,,4,161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30754,6,Banderling Chanter,,,,1,1,,0,1,0,1,1,,,1,,,200,175,180,185,100,100,413,675,300,448,16,2,-1,-1,,1,100,0,2,3,1032,131,2,80000,,,,,,210,335,,,,,,,200,225,,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30755,11,Virulence,,,,1,1,,0,1,0,1,1,,,1,,,160,170,170,170,170,210,985,720,610,461,16,60,-1,-1,,1,135,0,,5,3080,183,2,250000,,,,,,330,275,,,,,,,170,257,,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30756,14,Ripper Grievver,,,,1,1,,0,1,0,1,1,,,1,,,230,140,230,180,130,170,570,490,470,461,16,44,-1,-1,,1,135,0,2,3,1032,131,2,250000,,,,,,310,420,,,,,,,220,320,,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30757,8,Diseased Phyntos Wasp,,,,1,1,,0,1,0,1,1,,,1,,,160,180,215,215,160,140,550,680,460,461,16,9,-1,-1,,1,135,,2,13,1032,,4,250000,,,,,,305,410,,,,,,,285,240,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30758,0,Royal Guard,Male,Gharu'ndim,,1,,1,,1,0,,0,1,1,,1,,83,79,34,50,15,25,97,113,35,,16,31,-1,-1,120,32,22,0,,,6292504,,4,106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30759,0,Royal Guard,Male,Aluvian,,1,,1,,1,0,,0,1,1,,1,,83,79,34,50,15,25,97,113,35,,16,31,-1,-1,120,32,37,0,,,6292504,,4,106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30760,0,Royal Guard,Female,Sho,,1,,1,,1,0,,0,1,1,,1,,83,79,34,50,15,25,97,113,35,,16,31,-1,-1,120,32,31,0,,,6292504,,4,106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30779,0,Pillar of Slaughter,,,,1,,0,,1,0,,0,1,1,,1,,60,70,80,50,120,130,45,80,140,,16,63,-1,-1,120,32,10,0,,,6292504,,4,1230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30780,0,Effigy of Bitterness,,,,1,,0,,1,0,,0,1,1,,1,,60,70,80,50,120,130,45,80,140,,16,63,-1,-1,120,32,10,0,,,6292504,,4,1230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30781,0,Effigy of Anger,,,,1,,0,,1,0,,0,1,1,,1,,60,70,80,50,120,130,45,80,140,,16,63,-1,-1,120,32,10,0,,,6292504,,4,1230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30782,0,Effigy of Cruelty,,,,1,,0,,1,0,,0,1,1,,1,,60,70,80,50,120,130,45,80,140,,16,63,-1,-1,120,32,10,0,,,6292504,,4,1230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30783,0,Effigy of Slaughter,,,,1,,0,,1,0,,0,1,1,,1,,60,70,80,50,120,130,45,80,140,,16,63,-1,-1,120,32,10,0,,,6292504,,4,1230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30784,0,Gatekeeper of Bitterness,,,,1,,0,,1,0,,0,1,1,,1,,60,70,80,50,120,130,45,80,140,,16,63,-1,-1,120,32,10,0,,,6292504,,4,1230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30785,0,Gatekeeper of Anger,,,,1,,0,,1,0,,0,1,1,,1,,60,70,80,50,120,130,45,80,140,,16,63,-1,-1,120,32,10,0,,,6292504,,4,1230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30786,0,Gatekeeper of Cruelty,,,,1,,0,,1,0,,0,1,1,,1,,60,70,80,50,120,130,45,80,140,,16,63,-1,-1,120,32,10,0,,,6292504,,4,1230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30787,0,Accursed Gatekeeper of Slaughter,,,,1,,0,,1,0,,0,1,1,,1,,60,70,80,50,120,130,45,80,140,,16,63,-1,-1,120,32,10,0,,,6292504,,4,1230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30788,0,Unholy Gatekeeper of Slaughter,,,,1,,0,,1,0,,0,1,1,,1,,60,70,80,50,120,130,45,80,140,,16,63,-1,-1,120,32,10,0,,,6292504,,4,1230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30789,0,Pillar of Bitterness,,,,1,,0,,1,0,,0,1,1,,1,,60,70,80,50,120,130,45,80,140,,16,63,-1,-1,120,32,10,0,,,6292504,,4,1230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30790,0,Pillar of Anger,,,,1,,0,,1,0,,0,1,1,,1,,60,70,80,50,120,130,45,80,140,,16,63,-1,-1,120,32,10,0,,,6292504,,4,1230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30791,0,Pillar of Cruelty,,,,1,,0,,1,0,,0,1,1,,1,,60,70,80,50,120,130,45,80,140,,16,63,-1,-1,120,32,10,0,,,6292504,,4,1230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30824,0,Lugian Prisoner,,,,1,,1,,1,0,,0,1,1,,1,,280,212,165,220,120,130,171,262,140,,16,5,-1,-1,120,32,63,0,,,6292504,,4,2681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30825,0,Lugian Prisoner,,,,1,,1,,1,0,,0,1,1,,1,,280,212,165,220,120,130,171,262,140,,16,5,-1,-1,120,32,74,0,,,6292504,,4,2681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30826,0,Shadow,,,,1,,1,,1,0,,0,1,1,,1,,400,400,400,400,400,400,700,900,900,,16,22,-1,-1,120,32,247,0,,,6292504,,4,37335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30827,0,Lugian Prisoner,,,,1,,1,,1,0,,0,1,1,,1,,280,212,165,220,120,130,171,262,140,,16,5,-1,-1,120,32,84,0,,,6292504,,4,2681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30828,0,Lugian Prisoner,,,,1,,1,,1,0,,0,1,1,,1,,280,212,165,220,120,130,171,262,140,,16,5,-1,-1,120,32,91,0,,,6292504,,4,2681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30834,13,Shadow Lugian Portal,,,,1,0,,0,1,0,,,,,1,1,1,100,100,100,100,100,100,5050,100,10100,,16,22,-1,-1,,1,115,0,2,9,1032,183,2,200000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30835,0,Amaroth,,,,1,,,0,1,0,,,,1,,,,390,320,210,270,175,220,6160,6320,220,452,16,22,-1,-1,8000,1,115,0,2,13,4195336,131,4,224688,290,,,,290,315,415,,,,,190,230,,295,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30836,0,Shadow Seeker,,,,1,,,0,1,0,1,1,,,,,,340,320,210,270,175,220,450,470,220,448,16,22,-1,-1,8000,1,100,0,2,13,1032,131,4,80000,,,,,,300,400,,,,,,,,260,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30837,0,Shadow Infiltrator,,,,1,,,0,1,0,1,1,,,,,,340,320,210,270,175,220,450,470,220,452,16,22,-1,-1,8000,1,115,0,2,13,1032,131,4,125000,,,,,,315,415,,,,,,,,295,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30838,0,Shadow Commander,,,,1,,,0,1,0,,,,,,,,360,325,210,280,180,220,513,525,220,452,16,22,-1,-1,8000,1,125,0,2,13,1032,131,4,62481,320,,,,320,340,435,,,,,180,320,,295,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30839,0,Urleg,,,,1,,,0,1,0,,,,1,,,,390,320,210,270,175,220,6160,6320,220,452,16,22,-1,-1,8000,1,115,0,2,13,4195336,131,4,224688,290,,,,290,315,415,,,,,190,230,,295,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30840,0,Shoktok,,,,1,,,0,1,0,,,,1,,,,390,320,210,270,175,220,6160,6320,220,452,16,22,-1,-1,8000,1,115,0,2,13,4195336,131,4,224688,290,,,,290,315,415,,,,,190,230,,295,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30851,0,Voracious Eater,,,,1,,,0,1,0,,,,,,,,450,400,350,350,200,200,495,600,200,458,16,28640,-1,-1,,1,115,0,2,9,1032,,2,56419,,,,,,260,375,,,,,,235,,305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30852,0,Eater,,,,1,,,0,1,0,,,,,,,,350,360,200,220,150,150,415,510,150,456,16,79,-1,-1,,1,80,0,2,9,1032,,2,30000,,,,,,230,350,,,,,,,,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30853,0,Repugnant Eater,,,,1,,,0,1,0,,,,,,,,400,410,250,270,200,200,655,810,200,452,16,79,-1,-1,,1,115,0,2,9,1032,,2,125000,,,,,,270,380,,,,,,,,310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30854,0,Viamontian Mercenary,,,,1,,,0,1,0,,,,,,,,310,280,270,280,70,70,360,460,70,450,16,31,-1,-1,,1,85,0,2,9,1032,131,2,19525,225,,,225,225,195,320,,225,225,225,75,190,,280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30855,0,Viamontian Tribune,,,,1,,,0,1,0,,,,,,,,395,360,320,340,80,80,680,910,80,449,16,31,-1,-1,,1,135,0,2,9,1032,131,2,143486,350,,,350,350,330,420,,350,350,350,150,285,,370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30856,0,Viamontian Knight,,,,1,,,0,1,0,,,,,,,,355,335,290,290,70,70,468,535,70,448,16,83,-1,-1,,1,115,0,2,9,1032,131,2,125000,,,,,,300,400,,,,,,,,274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30882,22,Banished Shadow,Female,Aluvian,,1,1,,0,1,0,1,1,,,1,,,200,240,210,220,245,295,620,490,695,462,16,22,-1,-1,90,1,80,0,,3,1032,183,2,30000,,,,,,235,345,,,,,,,320,205,,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30883,0,Banished Tusker,,,,1,,,0,1,0,1,1,,,,,,350,250,200,300,140,160,575,400,160,456,16,8,-1,-1,,1,80,0,2,9,1032,,2,30000,,,,,,230,325,,,,,,,,225,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30884,0,Banished Monouga,,,,1,,,0,1,0,1,1,,1,,,,240,390,140,160,145,125,555,565,125,450,16,28,-1,-1,,1,80,0,2,9,4195336,131,4,30000,,,,,,266,361,,,,,,,,220,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30885,24,Banished Tumerok,,,,1,1,,0,1,0,1,1,,,1,,,250,300,275,250,200,270,500,630,270,450,16,6,-1,-1,,1,80,0,,5,1032,183,2,30000,,,,,,200,335,,,,,,,300,200,,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30886,13,Fallen Tumerok,,,,1,0,,0,1,0,,,,,1,,,330,300,325,340,280,270,5500,5000,4920,449,16,6,-1,-1,,1,161,0,,5,1032,183,2,294349,285,250,250,285,285,310,430,,285,285,285,,285,300,310,,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30887,15,Fallen Shadow,Male,Aluvian,,1,0,,0,1,0,1,1,,1,1,,,340,400,340,340,500,520,5500,5000,5000,449,16,22,-1,-1,90,1,160,0,,3,4195336,183,2,500000,,,,,,335,455,,,,,,,200,250,,190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30888,11,Fallen Grievver,,,,1,1,,0,1,0,1,1,,,1,,,380,300,380,320,260,320,5500,5000,3000,461,16,44,-1,-1,,1,160,0,2,3,1032,131,2,500000,,,,,,310,420,,,,,,,220,320,,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30889,9,Fallen Crystal Shard,,,,1,1,,0,1,0,1,1,,,1,,,220,220,240,230,420,560,15500,5000,15000,461,16,47,-1,-1,,1,160,0,2,5,1032,,4,500000,,,,,,374,464,,,,,,,,250,,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30890,0,Fallen Lugian,,,,1,,,0,1,0,,,,,,,,380,340,220,290,180,240,10500,6000,240,449,16,70,-1,-1,8000,1,161,0,2,13,1032,131,4,392931,283,,,,283,335,463,,,,,260,283,,355,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30891,8,Fallen Drudge,,,,1,,,0,1,0,1,1,,,,,,480,360,360,360,400,400,5500,5000,5000,449,16,3,-1,-1,,1,160,0,2,9,1032,131,2,500000,,,,,,310,445,,,,,,,350,276,,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30892,7,Fallen Rift,,,,1,1,,0,1,0,1,1,,,1,,,180,180,180,170,220,320,1600,1100,1100,461,16,19,-1,-1,,1,160,0,2,5,3080,,4,500000,,,,,,440,515,,,,,,,,310,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30893,13,Fallen Marionette,,,,1,1,,0,1,0,,,,,1,,,400,480,320,300,380,380,8500,8000,8000,26,16,54,-1,-1,,1,155,0,2,9,1032,131,2,687624,,,,,,365,470,,,,,,315,90,285,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30894,0,Fallen Mite,,,,1,,,0,1,0,1,1,,,,,,420,400,440,420,120,120,5500,5000,120,26,16,7,-1,-1,,1,160,0,2,5,1032,129,2,500000,,,,,,265,405,,,,,,,,340,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30895,8,Fallen Doll,,,,1,1,,0,1,0,1,1,,,1,,,190,350,260,260,360,360,1550,1150,1200,461,16,53,-1,-1,,1,160,,,9,1032,,2,500000,,,,,,370,470,,,,,,,200,270,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30896,15,Fallen Margul,,,,1,1,,0,1,0,1,1,,,,,,420,500,420,450,400,400,8000,7500,7500,26,16,71,-1,-1,,1,160,0,2,9,1032,131,2,500000,,,,,,287,420,,,,,,,,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30897,15,Sezzherei,,,,1,1,,0,1,0,1,1,,,1,,,450,550,450,500,450,450,9000,9000,9000,32,16,71,-1,-1,,1,185,0,2,9,1032,131,2,900000,,,,,,275,410,,,,,,,,280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30898,8,Banished Banderling,,,,1,1,,0,1,0,1,1,,,1,,,340,320,300,290,150,150,760,520,300,450,16,2,-1,-1,,1,80,0,2,3,1032,131,2,30000,,,,,,175,290,,,,,,,200,225,,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30899,10,Banished Drudge,,,,1,1,,0,1,0,1,1,,,1,,,350,310,330,250,250,290,425,310,290,450,16,3,-1,-1,,1,80,0,2,9,1032,131,2,30000,,,,,,185,250,,,,,,,200,195,,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30900,14,Banished Grievver,,,,1,1,,0,1,0,1,1,,,1,,,250,190,270,255,130,150,1295,1190,350,462,16,44,-1,-1,,1,80,0,2,3,1032,131,2,30000,,,,,,244,255,,,,,,,150,240,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30901,0,Banished Lugian,,,,1,,,0,1,0,1,1,,,,,,290,260,160,200,135,170,590,410,170,450,16,5,-1,-1,8000,1,80,0,2,13,1032,131,4,30000,,,,,,240,375,,,,,,,,235,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30902,20,Banished Mu-miyah,,,,1,1,,0,1,0,1,1,,,1,,,220,210,120,120,100,110,365,410,110,462,16,14,-1,-1,,1,80,0,1,5,1032,183,2,30000,,,,,,300,400,,,,,,,300,239,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30903,0,Banished Olthoi,,,,1,,,0,1,0,1,1,,,,,,175,400,280,240,100,100,550,400,100,450,16,1,-1,-1,800,1,80,0,2,13,1032,,2,30000,,,,,,225,330,,,,,,,,245,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30904,4,Banished Phyntos Wasp,,,,1,1,,0,1,0,1,1,,,1,,,155,100,200,200,80,90,425,250,190,462,16,9,-1,-1,,1,80,,2,13,1032,,4,30000,,,,,,242,360,,,,,,,285,236,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30906,0,Antius Blackmoor,Male,Aluvian,Sword Scholar,1,,1,,1,0,,0,1,1,,1,,220,200,150,170,220,200,240,300,320,,16,31,-1,-1,120,32,126,0,,,6292504,,4,4016,,,,,,1,1,,,,130,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
